,child_case,head_case,relation,child_pos,head_pos,file_name
5857,inst,acc,hewuh,inst. sg. f.,acc. pl. n.,Gold_823.csv
5858,g,nom,rartisambanxah,g. pl. *.,nom. pl. m.,Gold_823.csv
5859,nom,acc,viseranam,nom. pl. m.,acc. pl. f.,Gold_823.csv
5860,acc,acc,karwa,acc. pl. f.,acc. pl. n.,Gold_823.csv
5861,Ind,acc,axikaranam,conj.,acc. pl. n.,Gold_823.csv
5862,Ind,acc,sambanxah,conj.,acc. pl. n.,Gold_823.csv
5863,acc,Ind,samucciwam,acc. pl. n.,conj.,Gold_823.csv
5864,Ind,ROOT,root,conj.,NA,Gold_823.csv
5865,nom,FV,karwa,nom. sg. m.,impft. [10] ac. sg. 3,Gold_131.csv
5866,inst,Ind,prawiyogi,i. sg. m.,prep.,Gold_131.csv
5867,Ind,acc,anuyogi,prep.,acc. sg. m.,Gold_131.csv
5868,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_131.csv
5869,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_131.csv
5870,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_131.csv
5871,acc,FV,karma,acc. sg. m.,impft. [10] ac. sg. 3,Gold_131.csv
5872,FV,ROOT,root,impft. [10] ac. sg. 3,NA,Gold_131.csv
5873,nom,FV,karwa,nom. sg. m.,pr. [2] ac. sg. 3,Gold_73.csv
5874,nom,FV,karwqsamanaxikaranam,nom. sg. n.,pr. [2] ac. sg. 3,Gold_73.csv
5875,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_73.csv
5876,voc,nom,samboxyah,voc. sg. m.,nom. sg. m.,Gold_391.csv
5877,inst,inst,viseranam,i. sg. n.,i. sg. n.,Gold_391.csv
5878,inst,Ind,upapaxasambanxah,i. sg. n.,prep.,Gold_391.csv
5879,Ind,nom,sambanxah,prep.,nom. sg. m.,Gold_391.csv
5880,g,nom,rartisambanxah,g. sg. *,nom. sg. m.,Gold_391.csv
5881,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_391.csv
5882,Ind,nom,sambanxah,part.,nom. sg. m.,Gold_391.csv
5883,nom,adv,prawiyogi,nom. sg. m.,adv.,Gold_391.csv
5884,adv,acc,anuyogi,adv.,acc. sg. m.,Gold_391.csv
5885,nom,nom,karwa,nom. sg. m.,nom. sg. m.,Gold_391.csv
5886,adv,nom,kriyaviseranam,adv.,nom. sg. m.,Gold_391.csv
5887,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_391.csv
5888,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_391.csv
5889,nom,FV,karwa,nom. sg. m.,pft. ac. sg. 3,Gold_391.csv
5890,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_391.csv
5891,acc,IV,karma,acc. sg. m.,abs.,Gold_391.csv
5892,Ind,acc,sambanxah,conj.,acc. sg. m.,Gold_391.csv
5893,IV,FV,purvakalah,abs.,pft. ac. sg. 3,Gold_391.csv
5894,loc,FV,axikaranam,loc. sg. n.,pft. ac. sg. 3,Gold_391.csv
5895,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_391.csv
5896,g,acc,rartisambanxah,g. sg. n.,acc. sg. m.,Gold_391.csv
5897,acc,FV,karma,acc. sg. m.,pft. ac. sg. 3,Gold_391.csv
5898,FV,ROOT,root,pft. ac. sg. 3,NA,Gold_391.csv
5899,inst,FV,karwa,inst. sg. m.,pp. . sg. ,Gold_354.csv
5900,g,Ind,rartisambanxah,g. sg. f.,conj.,Gold_354.csv
5901,Ind,FV,axikaranam,conj.,pp. . sg. ,Gold_354.csv
5902,nom,FV,viseranam,nom. sg. n.,pp. . sg. ,Gold_354.csv
5903,loc,FV,viseranam,loc. sg. n.,pp. . sg. ,Gold_354.csv
5904,FV,FV,purvakalah,pp. . sg. ,pft. ac. sg. 3,Gold_354.csv
5905,nom,FV,sambanxah,nom. sg. n.,pp. . sg. ,Gold_354.csv
5906,Ind,nom,viseranam,conj.,nom. sg. n.,Gold_354.csv
5907,acc,nom,karma,acc. sg. f.,nom. sg. n.,Gold_354.csv
5908,nom,FV,bavalakranasapwami_samanakalah,nom. sg. n.,pft. ac. sg. 3,Gold_354.csv
5909,Ind,nom,sambanxah,conj.,nom. sg. n.,Gold_354.csv
5910,g,nom,rartisambanxah,g. sg. f.,nom. sg. n.,Gold_354.csv
5911,nom,FV,karwa,nom. sg. n.,pft. ac. sg. 3,Gold_354.csv
5912,nom,FV,karwqsamanaxikaranam,nom. sg. m.,pft. ac. sg. 3,Gold_354.csv
5913,FV,ROOT,root,pft. ac. sg. 3,NA,Gold_354.csv
5914,loc,IV,axikaranam,loc. sg. m.,abs.,Gold_1326.csv
5915,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1326.csv
5916,nom,IV,karwa,nom. sg. m.,ca. pp.,Gold_1326.csv
5917,IV,IV,purvakalah,abs.,ca. pp.,Gold_1326.csv
5918,abl,loc,upapaxasambanxah,abl. sg. m.,loc. sg. m.,Gold_1326.csv
5919,loc,IV,axikaranam,loc. sg. m.,ca. pp.,Gold_1326.csv
5920,acc,IV,karma,acc. sg. m.,ca. pp.,Gold_1326.csv
5921,IV,ROOT,root,ca. pp.,NA,Gold_1326.csv
5922,Ind,FV,axikaranam,conj.,impft . ac. sg. 3,Gold_560.csv
5923,nom,nom,viseranam,nom. sg. f.,nom. sg. f.,Gold_560.csv
5924,nom,nom,viseranam,nom. sg. n.,nom. sg. f.,Gold_560.csv
5925,nom,FV,karwa,nom. sg. f.,impft . ac. sg. 3,Gold_560.csv
5926,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_560.csv
5927,nom,FV,karma,nom. sg. n.,impft . ac. sg. 3,Gold_560.csv
5928,Ind,FV,viseranam,conj.,impft . ac. sg. 3,Gold_560.csv
5929,FV,Ind,samucciwam,impft . ac. sg. 3,conj.,Gold_560.csv
5930,Ind,FV,sambanxah,conj.,impft . ac. sg. 3,Gold_560.csv
5931,Ind,Ind,viseranam,conj.,conj.,Gold_560.csv
5932,acc,acc,viseranam,acc. sg. n.,acc. sg. n.,Gold_560.csv
5933,acc,Ind,karma,acc. sg. n.,conj.,Gold_560.csv
5934,Ind,Ind,viseranam,conj.,conj.,Gold_560.csv
5935,Ind,FV,purvakalah,conj.,impft . ac. sg. 3,Gold_560.csv
5936,nom,FV,karma,nom. sg. n.,impft . ac. sg. 3,Gold_560.csv
5937,FV,Ind,samucciwam,impft . ac. sg. 3,conj.,Gold_560.csv
5938,Ind,FV,sambanxah,conj.,impft . ac. sg. 3,Gold_560.csv
5939,FV,Ind,samucciwam,impft . ac. sg. 3,conj.,Gold_560.csv
5940,Ind,ROOT,root,conj.,NA,Gold_560.csv
5941,inst,inst,viseranam,i. sg. f.,i. sg. f.,Gold_630.csv
5942,inst,FV,karanam,i. sg. f.,pr. ps. sg. 3,Gold_630.csv
5943,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_630.csv
5944,nom,FV,karma,nom. sg. m.,pr. ps. sg. 3,Gold_630.csv
5945,FV,ROOT,root,pr. ps. sg. 3,NA,Gold_630.csv
5946,nom,nom,viseranam,nom. du. m.,nom. du. m.,Gold_392.csv
5947,nom,FV,karwa,nom. du. m.,pr. [1] md. du. 3,Gold_392.csv
5948,acc,FV,karma,acc. sg. *,pr. [1] md. du. 3,Gold_392.csv
5949,FV,ROOT,root,pr. [1] md. du. 3,NA,Gold_392.csv
5950,nom,nom,viseranam,nom. pl. f.,nom. sg. f.,Gold_827.csv
5951,nom,FV,karwa,nom. sg. f.,pr. [2] ac. sg. 3,Gold_827.csv
5952,loc,FV,axikaranam,loc. sg. m.,pr. [2] ac. sg. 3,Gold_827.csv
5953,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_827.csv
5954,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_257.csv
5955,nom,FV,karwa,nom. sg. m.,ca. pr. ac. sg. 3,Gold_257.csv
5956,acc,FV,karwa,acc. sg. m.,ca. pr. ac. sg. 3,Gold_257.csv
5957,FV,ROOT,root,ca. pr. ac. sg. 3,NA,Gold_257.csv
5958,abl,FV,apaxanam,abl. sg. f.,pr. [1] ac. sg. 3,Gold_1009.csv
5959,acc,FV,karma,acc. sg. m.,pr. [1] ac. sg. 3,Gold_1009.csv
5960,FV,ROOT,root,pr. [1] ac. sg. 3,NA,Gold_1009.csv
5961,loc,FV,axikaranam,loc. pl. m.,pr. [1] ac. pl. 3,Gold_111.csv
5962,nom,FV,karwa,nom. pl. m.,pr. [1] ac. pl. 3,Gold_111.csv
5963,FV,ROOT,root,pr. [1] ac. pl. 3,NA,Gold_111.csv
5964,inst,FV,karwa,inst. sg. m.,pft. md. sg. 3,Gold_598.csv
5965,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_598.csv
5966,g,g,rartisambanxah,g. sg. m.,g. pl. n.,Gold_598.csv
5967,g,nom,rartisambanxah,g. pl. n.,nom. sg. m.,Gold_598.csv
5968,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_598.csv
5969,nom,FV,karma,nom. sg. m.,pft. md. sg. 3,Gold_598.csv
5970,FV,ROOT,root,pft. md. sg. 3,NA,Gold_598.csv
5971,acc,FV,karma,acc. sg. n.,ca. pr. ac. sg. 2,Gold_135.csv
5972,acc,FV,karma,acc. sg. n.,ca. pr. ac. sg. 2,Gold_135.csv
5973,FV,Ind,samucciwam,ca. pr. ac. sg. 2,conj.,Gold_135.csv
5974,Ind,ROOT,root,conj.,NA,Gold_135.csv
5975,acc,IV,karma,acc. sg. n.,abs.,Gold_356.csv
5976,IV,IV,purvakalah,abs.,ppa.,Gold_356.csv
5977,nom,IV,karwa,nom. sg. m.,ppa.,Gold_356.csv
5978,acc,IV,karma,acc. pl. m.,ppa.,Gold_356.csv
5979,IV,ROOT,root,ppa.,NA,Gold_356.csv
5980,g,Ind,upapaxasambanxah,g. sg. m.,conj.,Gold_1141.csv
5981,Ind,acc,axikaranam,conj.,acc. sg. f.,Gold_1141.csv
5982,nom,FV,karwa,nom. sg. m.,impft . ac. sg. 3,Gold_1141.csv
5983,Ind,acc,kriyaviseranam,conj.,acc. sg. f.,Gold_1141.csv
5984,acc,Ind,karma,acc. sg. f.,conj.,Gold_1141.csv
5985,Ind,FV,purvakalah,conj.,impft . ac. sg. 3,Gold_1141.csv
5986,inst,FV,kriyaviseranam,inst. pl. m.,impft . ac. sg. 3,Gold_1141.csv
5987,FV,ROOT,root,impft . ac. sg. 3,NA,Gold_1141.csv
5988,Ind,loc,viseranam,conj.,loc. pl. m.,Gold_1399.csv
5989,g,loc,rartisambanxah,g. pl. m.,loc. pl. m.,Gold_1399.csv
5990,loc,IV,axikaranam,loc. pl. m.,abs.,Gold_1399.csv
5991,inst,IV,hewuh,inst. sg. f.,abs.,Gold_1399.csv
5992,acc,IV,karma,acc. sg. m.,abs.,Gold_1399.csv
5993,IV,FV,purvakalah,abs.,pr. ac. sg. 3,Gold_1399.csv
5994,nom,nom,viseranam,nom. sg. f.,nom. sg. f.,Gold_1399.csv
5995,nom,FV,karwa,nom. sg. f.,pr. ac. sg. 3,Gold_1399.csv
5996,Ind,FV,kriyaviseranam,conj.,pr. ac. sg. 3,Gold_1399.csv
5997,acc,FV,karma,acc. sg. f.,pr. ac. sg. 3,Gold_1399.csv
5998,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_1399.csv
5999,nom,IV,karwa,nom. sg. *,ppa.,Gold_808.csv
6000,loc,acc,axikaranam,loc. sg. m.,acc. sg. m.,Gold_808.csv
6001,acc,acc,prayojanam,acc. sg. m.,acc. sg. n.,Gold_808.csv
6002,acc,acc,viseranam,acc. sg. n.,acc. sg. m.,Gold_808.csv
6003,g,acc,rartisambanxah,g. sg. m.,acc. sg. m.,Gold_808.csv
6004,acc,IV,karma,acc. sg. m.,ppa.,Gold_808.csv
6005,IV,IV,prayojanam,inf.,ppa.,Gold_808.csv
6006,IV,ROOT,root,ppa.,NA,Gold_808.csv
6007,adv,nom,kriyaviseranam,adv.,nom. sg. m.,Gold_1337.csv
6008,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1337.csv
6009,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1337.csv
6010,nom,IV,karwa,nom. sg. m.,pp.,Gold_1337.csv
6011,Ind,nom,sambanxah,prep.,nom. sg. m.,Gold_1337.csv
6012,abl,IV,apaxanam,abl. sg. n.,pp.,Gold_1337.csv
6013,nom,IV,karwqsamanaxikaranam,nom. sg. m.,pp.,Gold_1337.csv
6014,IV,ROOT,root,pp.,NA,Gold_1337.csv
6015,Ind,loc,axikaranam,conj.,loc. sg. m.,Gold_1283.csv
6016,Ind,loc,sambanxah,conj.,loc. sg. m.,Gold_1283.csv
6017,Ind,Ind,sambanxah,conj.,conj.,Gold_1283.csv
6018,loc,ROOT,root,loc. sg. m.,NA,Gold_1283.csv
6019,nom,FV,karwa,nom. sg. m.,impft. [1] ac. sg. 3,Gold_1421.csv
6020,adv,nom,kriyaviseranam,adv.,nom. sg. m.,Gold_1421.csv
6021,nom,FV,karwqsamanaxikaranam,nom. sg. m.,impft. [1] ac. sg. 3,Gold_1421.csv
6022,acc,nom,karma,acc. du. m.,nom. sg. m.,Gold_1421.csv
6023,nom,FV,karwqsamanaxikaranam,nom. sg. m.,impft. [1] ac. sg. 3,Gold_1421.csv
6024,FV,ROOT,root,impft. [1] ac. sg. 3,NA,Gold_1421.csv
6025,Ind,loc,viseranam,conj.,loc. sg. m.,Gold_804.csv
6026,loc,Ind,axikaranam,loc. sg. m.,conj.,Gold_804.csv
6027,acc,Ind,karma,acc. pl. m.,conj.,Gold_804.csv
6028,Ind,FV,purvakalah,conj.,pp. . sg. ,Gold_804.csv
6029,nom,FV,karwa,nom. sg. m.,pp. . sg. ,Gold_804.csv
6030,g,loc,rartisambanxah,g. sg. f.,loc. sg. m.,Gold_804.csv
6031,loc,FV,axikaranam,loc. sg. m.,pp. . sg. ,Gold_804.csv
6032,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_804.csv
6033,acc,FV,karma,acc. sg. f.,pp. . sg. ,Gold_804.csv
6034,FV,ROOT,root,pp. . sg. ,NA,Gold_804.csv
6035,loc,FV,axikaranam,loc. sg. m.,ca. impft. ac. sg. 3,Gold_1166.csv
6036,Ind,loc,sambanxah,prep.,loc. sg. m.,Gold_1166.csv
6037,nom,FV,karwa,nom. sg. n.,ca. impft. ac. sg. 3,Gold_1166.csv
6038,g,FV,rartisambanxah,g. sg. n.,ca. impft. ac. sg. 3,Gold_1166.csv
6039,acc,FV,karma,acc. sg. n.,ca. impft. ac. sg. 3,Gold_1166.csv
6040,FV,ROOT,root,ca. impft. ac. sg. 3,NA,Gold_1166.csv
6041,voc,FV,samboxyah,voc. sg. f.,fut. ac. sg. 2,Gold_591.csv
6042,g,g,rartisambanxah,g. sg. *.,g. sg. m.,Gold_591.csv
6043,g,acc,rartisambanxah,g. sg. m.,acc. sg. m.,Gold_591.csv
6044,acc,FV,karma,acc. sg. m.,fut. ac. sg. 2,Gold_591.csv
6045,Ind,FV,axikaranam,conj.,fut. ac. sg. 2,Gold_591.csv
6046,FV,ROOT,root,fut. ac. sg. 2,NA,Gold_591.csv
6047,acc,Ind,karma,acc. sg. *.,conj.,Gold_999.csv
6048,Ind,Ind,sambanxah,conj.,conj.,Gold_999.csv
6049,g,inst,rartisambanxah,g. sg. *.,inst. sg. m.,Gold_999.csv
6050,inst,Ind,karanam,inst. sg. m.,conj.,Gold_999.csv
6051,Ind,FV,prayojanam,conj.,pp. . sg. ,Gold_999.csv
6052,Ind,FV,sambanxah,conj.,pp. . sg. ,Gold_999.csv
6053,nom,FV,karwa,nom. sg. *.,pp. . sg. ,Gold_999.csv
6054,FV,ROOT,root,pp. . sg. ,NA,Gold_999.csv
6055,nom,loc,karwa,nom. sg. f.,loc. sg. f.,Gold_642.csv
6056,loc,FV,axikaranam,loc. sg. f.,ca. pr. ac. sg. 3,Gold_642.csv
6057,acc,FV,karma,acc. sg. m.,ca. pr. ac. sg. 3,Gold_642.csv
6058,FV,ROOT,root,ca. pr. ac. sg. 3,NA,Gold_642.csv
6059,acc,FV,karma,acc. sg. f.,ca. impft. ac. sg. 3,Gold_679.csv
6060,loc,FV,axikaranam,loc. pl. n.,ca. impft. ac. sg. 3,Gold_679.csv
6061,nom,FV,karwa,nom. sg. m.,ca. impft. ac. sg. 3,Gold_679.csv
6062,FV,ROOT,root,ca. impft. ac. sg. 3,NA,Gold_679.csv
6063,acc,FV,karma,acc. sg. n.,imp. ps. sg. 3,Gold_124.csv
6064,acc,acc,viseranam,acc. sg. n.,acc. sg. n.,Gold_124.csv
6065,g,acc,rartisambanxah,g. sg. n.,acc. sg. n.,Gold_124.csv
6066,nom,FV,karwa,nom. sg. m.,imp. ps. sg. 3,Gold_124.csv
6067,Ind,FV,sambanxah,part.,imp. ps. sg. 3,Gold_124.csv
6068,FV,ROOT,root,imp. ps. sg. 3,NA,Gold_124.csv
6069,Ind,FV,sambanxah,conj.,impft. md. sg. 3,Gold_1477.csv
6070,Ind,FV,axikaranam,conj.,impft. md. sg. 3,Gold_1477.csv
6071,inst,FV,karwa,inst. pl. f.,pp. . sg. ,Gold_1477.csv
6072,FV,nom,purvakalah,pp. . sg. ,nom. sg. n.,Gold_1477.csv
6073,nom,FV,sambanxah,nom. sg. n.,pp. . sg. ,Gold_1477.csv
6074,Ind,Ind,sambanxah,conj.,conj.,Gold_1477.csv
6075,Ind,nom,viseranam,conj.,nom. sg. n.,Gold_1477.csv
6076,nom,nom,karwa,nom. sg. f.,nom. sg. n.,Gold_1477.csv
6077,nom,Ind,prawiyogi,nom. sg. f.,conj.,Gold_1477.csv
6078,Ind,nom,anuyogi,conj.,nom. sg. f.,Gold_1477.csv
6079,nom,FV,bavalakranasapwami_samanakalah,nom. sg. n.,impft. md. sg. 3,Gold_1477.csv
6080,nom,nom,viseranam,nom. sg. f.,nom. sg. f.,Gold_1477.csv
6081,nom,FV,karwa,nom. sg. f.,impft. md. sg. 3,Gold_1477.csv
6082,FV,ROOT,root,impft. md. sg. 3,NA,Gold_1477.csv
6083,nom,FV,karwa,nom. sg. m.,pr. md. sg. 3,Gold_669.csv
6084,acc,FV,karma,acc. sg. f.,pr. md. sg. 3,Gold_669.csv
6085,Ind,FV,sambanxah,conj.,pr. md. sg. 3,Gold_669.csv
6086,FV,Ind,samucciwam,pr. md. sg. 3,conj.,Gold_669.csv
6087,loc,FV,axikaranam,loc. sg. m.,pr. ac. sg. 3,Gold_669.csv
6088,Ind,FV,sambanxah,conj.,pr. ac. sg. 3,Gold_669.csv
6089,Ind,FV,sambanxah,conj.,pr. ac. sg. 3,Gold_669.csv
6090,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_669.csv
6091,Ind,ROOT,root,conj.,NA,Gold_669.csv
6092,nom,IV,karwa,nom. sg. m.,pp.,Gold_1270.csv
6093,inst,inst,viseranam,i. sg. n.,i. sg. n.,Gold_1270.csv
6094,inst,nom,karanam,i. sg. n.,nom. sg. m.,Gold_1270.csv
6095,nom,Ind,prawiyogi,nom. sg. m.,part.,Gold_1270.csv
6096,Ind,acc,anuyogi,part.,acc. sg. n.,Gold_1270.csv
6097,acc,IV,karma,acc. sg. n.,pp.,Gold_1270.csv
6098,IV,ROOT,root,pp.,NA,Gold_1270.csv
6099,loc,IV,axikaranam,loc. sg. m.,pp.,Gold_748.csv
6100,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_748.csv
6101,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_748.csv
6102,Ind,nom,sambanxah,prep.,nom. sg. m.,Gold_748.csv
6103,nom,IV,karwa,nom. sg. m.,pp.,Gold_748.csv
6104,nom,IV,karwa,nom. sg. f.,abs.,Gold_748.csv
6105,IV,IV,purvakalah,abs.,pp.,Gold_748.csv
6106,dat,IV,prayojanam,dat. sg. f.,pp.,Gold_748.csv
6107,IV,ROOT,root,pp.,NA,Gold_748.csv
6108,acc,IV,karma,acc. sg. n.,ca. pp.,Gold_435.csv
6109,nom,IV,karwa,nom. sg. *,ca. pp.,Gold_435.csv
6110,adv,IV,kriyaviseranam,adv.,ca. pp.,Gold_435.csv
6111,IV,Ind,samucciwam,ca. pp.,conj.,Gold_435.csv
6112,acc,FV,karma,acc. sg. m.,pr. ps. sg. 3,Gold_435.csv
6113,inst,inst,viseranam,i. sg. m.,i. sg. m.,Gold_435.csv
6114,inst,FV,karanam,i. sg. m.,pr. ps. sg. 3,Gold_435.csv
6115,FV,Ind,samucciwam,pr. ps. sg. 3,conj.,Gold_435.csv
6116,Ind,ROOT,root,conj.,NA,Gold_435.csv
6117,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_91.csv
6118,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_91.csv
6119,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_91.csv
6120,nom,FV,karwa,nom. sg. m.,pr. [1] ac. sg. 3,Gold_91.csv
6121,loc,FV,axikaranam,loc. sg. m.,pr. [1] ac. sg. 3,Gold_91.csv
6122,FV,ROOT,root,pr. [1] ac. sg. 3,NA,Gold_91.csv
6123,Ind,FV,sambanxah,prep.,pr. [1] ac. sg. 3,Gold_91.csv
6124,Ind,FV,axikaranam,conj.,pp. . sg. ,Gold_997.csv
6125,g,inst,rartisambanxah,g. sg. m.,inst. sg. f.,Gold_997.csv
6126,inst,Ind,samucciwam,inst. sg. f.,conj.,Gold_997.csv
6127,inst,Ind,samucciwam,inst. sg. m.,conj.,Gold_997.csv
6128,Ind,FV,karwa,conj.,pp. . sg. ,Gold_997.csv
6129,nom,FV,karma,nom. sg. n.,pp. . sg. ,Gold_997.csv
6130,acc,nom,viseranam,acc. sg. m.,nom. sg. n.,Gold_997.csv
6131,FV,ROOT,root,pp. . sg. ,NA,Gold_997.csv
6132,loc,nom,karwa,loc. sg. f.,nom. sg. n.,Gold_275.csv
6133,abl,nom,apaxanam,abl. sg. n.,nom. sg. n.,Gold_275.csv
6134,nom,FV,purvakalah,nom. sg. n.,impft. ps. pl. 3,Gold_275.csv
6135,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_275.csv
6136,acc,nom,karma,acc. sg. f.,nom. sg. n.,Gold_275.csv
6137,g,inst,rartisambanxah,g. pl. m.,inst. sg. m.,Gold_275.csv
6138,inst,nom,hewuh,inst. sg. m.,nom. sg. n.,Gold_275.csv
6139,nom,acc,viseranam,nom. sg. n.,acc. sg. m.,Gold_275.csv
6140,acc,Ind,karma,acc. sg. m.,conj.,Gold_275.csv
6141,Ind,Ind,axikaranam,conj.,conj.,Gold_275.csv
6142,Ind,FV,purvakalah,conj.,impft. ps. pl. 3,Gold_275.csv
6143,nom,FV,karwa,nom. pl. f.,impft. ps. pl. 3,Gold_275.csv
6144,loc,FV,axikaranam,loc. pl. m.,impft. ps. pl. 3,Gold_275.csv
6145,acc,FV,karma,acc. sg. n.,impft. ps. pl. 3,Gold_275.csv
6146,FV,ROOT,root,impft. ps. pl. 3,NA,Gold_275.csv
6147,loc,IV,axikaranam,loc. sg. f.,ca. pp.,Gold_297.csv
6148,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_297.csv
6149,nom,IV,karwa,nom. sg. m.,ca. pp.,Gold_297.csv
6150,loc,IV,axikaranam,loc. sg. m.,ca. pp.,Gold_297.csv
6151,IV,ROOT,root,ca. pp.,NA,Gold_297.csv
6152,g,acc,rartisambanxah,g. sg. f.,acc. sg. m.,Gold_518.csv
6153,acc,FV,karma,acc. sg. m.,pr. [1] md. sg. 1,Gold_518.csv
6154,FV,ROOT,root,pr. [1] md. sg. 1,NA,Gold_518.csv
6155,Ind,FV,sambanxah,conj.,impft . ac. pl. 3,Gold_656.csv
6156,g,g,viseranam,g. sg. m.,g. sg. m.,Gold_656.csv
6157,g,acc,rartisambanxah,g. sg. m.,acc. pl. f.,Gold_656.csv
6158,acc,FV,karma,acc. pl. f.,impft . ac. pl. 3,Gold_656.csv
6159,acc,FV,karwa,acc. pl. f.,impft . ac. pl. 3,Gold_656.csv
6160,inst,FV,karanam,inst. pl. n.,impft . ac. pl. 3,Gold_656.csv
6161,abl,FV,hewuh,abl. sg. n.,impft . ac. pl. 3,Gold_656.csv
6162,FV,ROOT,root,impft . ac. pl. 3,NA,Gold_656.csv
6163,Ind,FV,sambanxah,conj.,impft . ac. pl. 3,Gold_656.csv
6164,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_45.csv
6165,nom,FV,karwa,nom. sg. m.,pft. ac. sg. 3,Gold_45.csv
6166,inst,FV,karanam,inst. pl. m.,pft. ac. sg. 3,Gold_45.csv
6167,g,g,viseranam,g. sg. f.,g. sg. f.,Gold_45.csv
6168,g,dat,rartisambanxah,g. sg. f.,dat. sg. f.,Gold_45.csv
6169,dat,Ind,prayojanam,dat. sg. f.,conj.,Gold_45.csv
6170,Ind,Ind,viseranam,conj.,conj.,Gold_45.csv
6171,Ind,FV,purvakalah,conj.,pft. ac. sg. 3,Gold_45.csv
6172,acc,nom,karma,acc. sg. n.,nom. sg. n.,Gold_45.csv
6173,nom,FV,bavalakranasapwami_samanakalah,nom. sg. n.,pft. ac. sg. 3,Gold_45.csv
6174,acc,FV,karma,acc. sg. m.,pft. ac. sg. 3,Gold_45.csv
6175,FV,ROOT,root,pft. ac. sg. 3,NA,Gold_45.csv
6176,Ind,FV,sambanxah,conj.,pft. ac. sg. 3,Gold_45.csv
6177,nom,IV,karwa,nom. sg. m.,ppa.,Gold_1115.csv
6178,adv,IV,kriyaviseranam,adv.,abs.,Gold_1115.csv
6179,acc,IV,karma,acc. sg. n.,abs.,Gold_1115.csv
6180,IV,acc,purvakalah,abs.,acc. sg. n.,Gold_1115.csv
6181,loc,acc,axikaranam,loc. sg. m.,acc. sg. n.,Gold_1115.csv
6182,Ind,loc,sambanxah,prep.,loc. sg. m.,Gold_1115.csv
6183,acc,acc,karma,acc. sg. n.,acc. sg. n.,Gold_1115.csv
6184,Ind,acc,sambanxah,conj.,acc. sg. n.,Gold_1115.csv
6185,loc,acc,axikaranam,loc. sg. m.,acc. sg. n.,Gold_1115.csv
6186,acc,IV,karmasamanaxikaranam,acc. sg. n.,ppa.,Gold_1115.csv
6187,IV,ROOT,root,ppa.,NA,Gold_1115.csv
6188,acc,nom,karma,acc. sg. f.,nom. sg. m.,Gold_398.csv
6189,nom,FV,bavalakranasapwami_samanakalah,nom. sg. m.,impft. ac. sg. 3,Gold_398.csv
6190,nom,nom,sambanxah,nom. sg. m.,nom. sg. m.,Gold_398.csv
6191,Ind,inst,sambanxah,conj.,inst. sg. f.,Gold_398.csv
6192,inst,inst,karanam,inst. sg. f.,inst. sg. m.,Gold_398.csv
6193,g,nom,rartisambanxah,g. sg. m.,nom. sg. m.,Gold_398.csv
6194,nom,inst,karwa,nom. sg. m.,inst. sg. m.,Gold_398.csv
6195,Ind,inst,sambanxah,conj.,inst. sg. m.,Gold_398.csv
6196,Ind,inst,sambanxah,conj.,inst. sg. m.,Gold_398.csv
6197,g,Ind,rartisambanxah,g. pl. m.,conj.,Gold_398.csv
6198,Ind,inst,viseranam,conj.,inst. sg. m.,Gold_398.csv
6199,inst,FV,bavalakranasapwami_samanakalah,inst. sg. m.,impft. ac. sg. 3,Gold_398.csv
6200,inst,inst,viseranam,inst. sg. m.,inst. sg. m.,Gold_398.csv
6201,inst,nom,hewuh,inst. sg. n.,nom. sg. m.,Gold_398.csv
6202,Ind,inst,sambanxah,conj.,inst. sg. n.,Gold_398.csv
